"iso3";"indicator";"unit";"source";"cts_name";"cts_code";"n_rows";"n_iso3";"min_yr";"max_yr"
"SWZ";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";26;1;1995;2020
"SWZ";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";26;1;1995;2020
"SWZ";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"SWZ";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"SWZ";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";26;1;1995;2020
"SWZ";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";26;1;1995;2020
"SWZ";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";26;1;1995;2020
"SWZ";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";26;1;1995;2020
"SYC";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";13;1;2008;2020
"SYC";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";13;1;2008;2020
"SYC";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";13;1;2008;2020
"SYC";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";13;1;2008;2020
"SYC";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"SYC";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"SYC";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"SYC";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"SYC";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";13;1;2008;2020
"SYC";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";13;1;2008;2020
"TCD";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";12;1;2009;2020
"TCD";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";12;1;2009;2020
"TCD";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";12;1;2009;2020
"TCD";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";12;1;2009;2020
"TCD";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"TCD";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"TCD";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"TCD";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"TCD";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";11;1;2010;2020
"TCD";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";11;1;2010;2020
"TGO";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";21;1;2000;2020
"TGO";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";21;1;2000;2020
"TGO";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";21;1;2000;2020
"TGO";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";21;1;2000;2020
"TGO";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";13;1;2008;2020
"TGO";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";13;1;2008;2020
"TGO";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";26;1;1995;2020
